DateTime,label,p_val,avg_hr,std_hr,avg_pp,std_pp,avg_imp_fv,std_imp_fv,total_co,CO
06/25/2021 9:35:54.000,baseline,P0,84.69702515,2.593827655,29.45614815,0.89694761,0,0,2.49484812,5.5
06/25/2021 9:36:28.000,baseline,P0,83.97480756,2.752636298,29.50461538,0.972892004,0,0,2.477644399,5.2
06/25/2021 9:37:05.000,baseline,P0,84.04233243,2.781974629,29.53337037,1.101472084,0,0,2.482053331,5.1
06/25/2021 10:16:10.000,imp_normal,P8,82.00599275,3.325257144,24.56569231,1.736488162,26.81056614,1.960205995,4.213161078,5
06/25/2021 10:16:49.000,imp_normal,P8,83.52966374,1.801903911,24.64076923,1.526484733,26.31347073,1.851318012,4.25619053,5.3
06/25/2021 10:17:26.000,imp_normal,P8,83.1290632,1.832816895,24.64696154,1.577121367,26.4784577,1.654235983,4.250008207,5.4
06/25/2021 10:20:39.000,imp_normal,P6,82.50475989,3.603240016,26.62892308,1.167789889,17.25834381,1.148180294,3.620908417,5.2
06/25/2021 10:21:24.000,imp_normal,P6,84.16509307,1.432240195,26.28192308,1.460707466,17.43699677,1.04877272,3.679606957,5
06/25/2021 10:22:00.000,imp_normal,P6,83.90304537,2.913545151,26.35403704,1.280276778,16.89377415,1.414133447,3.628623064,5.1
06/25/2021 13:06:26.000,CS,P8,81.57494018,15.73679745,15.21388,1.450414625,28.84584267,7.250887845,3.594169241,4.3
06/25/2021 13:07:35.000,CS,P8,61.03398755,26.31073695,14.16717647,4.803693153,33.15803457,13.32979898,2.888446341,3.7
06/25/2021 13:09:10.000,CS,P8,84.20143574,3.27397692,14.56673077,1.407719639,25.65199229,1.832499564,3.386474225,4.2
06/25/2021 13:11:36.000,CS,P6,86.46423057,35.9247118,16.40689286,2.440273921,17.19141157,3.855054828,2.905051541,4
06/25/2021 13:12:21.000,CS,P6,83.83490972,3.693568722,16.23557692,1.193637529,17.98763601,1.439600743,2.869099967,3.7
06/25/2021 13:13:10.000,CS,P6,79.33149989,4.553679132,16.50512,1.220319313,18.6620274,2.737354662,2.789862551,3.5
06/25/2021 13:15:45.000,CS,P4,82.45678947,3.857808664,17.814,1.290825854,16.94273522,1.077429438,2.865928799,3.7
06/25/2021 13:16:28.000,CS,P4,82.38711381,4.258988513,17.76519231,1.040016088,16.93508669,0.741799008,2.858855835,3.9
06/25/2021 13:17:14.000,CS,P4,80.99267951,13.96497227,17.04753846,2.978064746,16.76489143,2.407668632,2.738559298,3.5
06/25/2021 13:19:51.000,CS,P2,77.43184385,14.09886049,19.82904167,1.967658094,19.19561445,2.547974658,3.021751079,3.2
06/25/2021 13:20:40.000,CS,P2,80.44554455,4.07439699,19.81419231,1.149779812,18.78312099,1.222542762,3.104981886,3.6
06/25/2021 13:21:56.000,CS,P2,80.64516129,4.897777532,19.52196,1.37502461,18.42225838,1.291368647,3.060017612,3.5